CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CD_CONTA;DS_CONTA;VL_CONTA
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.06.03.04;Vendas de Investimentos;0
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.07;Valor Adicionado Total a Distribuir;3339
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08;Distribuição do Valor Adicionado;3339
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.01;Pessoal;1516
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.01.01;Remuneração Direta;996
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.01.02;Benefícios;439
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.01.03;F.G.T.S.;81
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.01.04;Outros;0
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.02;Impostos, Taxas e Contribuições;1614
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.02.01;Federais;1609
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.02.02;Estaduais;0
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.02.03;Municipais;5
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.03;Remuneração de Capitais de Terceiros;724
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.03.01;Juros;465
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.03.02;Aluguéis;160
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.03.03;Outras;99
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.04;Remuneração de Capitais Próprios;-515
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.04.01;Juros sobre o Capital Próprio;0
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.04.02;Dividendos;0
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.04.03;Lucros Retidos / Prejuízo do Período;-515
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.04.04;Part. Não Controladores nos Lucros Retidos;0
00.359.742/0001-08;2023;1;ATOM EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;15423;7.08.05;Outros;0
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.01;Receitas;3165539
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.01.01;Vendas de Mercadorias, Produtos e Serviços;3098575
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.01.02;Outras Receitas;91466
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;-24502
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.02;Insumos Adquiridos de Terceiros;-1942661
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-1819291
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-123370
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.02.03;Perda/Recuperação de Valores Ativos;0
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.02.04;Outros;0
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.03;Valor Adicionado Bruto;1222878
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.04;Retenções;-272873
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.04.01;Depreciação, Amortização e Exaustão;-272873
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.04.02;Outras;0
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.05;Valor Adicionado Líquido Produzido;950005
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.06;Vlr Adicionado Recebido em Transferência;688051
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.06.01;Resultado de Equivalência Patrimonial;0
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.06.02;Receitas Financeiras;688051
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.06.03;Outros;0
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.07;Valor Adicionado Total a Distribuir;1638056
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08;Distribuição do Valor Adicionado;1638056
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.01;Pessoal;92117
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.01.01;Remuneração Direta;45368
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.01.02;Benefícios;13897
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.01.03;F.G.T.S.;5160
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.01.04;Outros;27692
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.02;Impostos, Taxas e Contribuições;46799
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.02.01;Federais;-68195
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.02.02;Estaduais;114053
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.02.03;Municipais;941
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.03;Remuneração de Capitais de Terceiros;1338769
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.03.01;Juros;1321743
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.03.02;Aluguéis;17026
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.03.03;Outras;0
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.04;Remuneração de Capitais Próprios;160371
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.04.01;Juros sobre o Capital Próprio;0
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.04.02;Dividendos;151757
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.04.03;Lucros Retidos / Prejuízo do Período;8614
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.04.04;Part. Não Controladores nos Lucros Retidos;0
00.389.481/0001-79;2023;2;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;24880;7.08.05;Outros;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.01;Receitas;1110010
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.01.01;Vendas de Mercadorias, Produtos e Serviços;1110010
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.01.02;Outras Receitas;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.01.02.01;Provisão para devedores duvidosos-Reversão e constituição;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.01.02.02;Outras receitas;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.02;Insumos Adquiridos de Terceiros;-409371
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-318356
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-87000
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.02.03;Perda/Recuperação de Valores Ativos;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.02.04;Outros;-4015
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.02.04.01;Repactuação do risco hidrológico;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.02.04.02;Outros resultados operacionais;-4015
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.03;Valor Adicionado Bruto;700639
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.04;Retenções;-102619
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.04.01;Depreciação, Amortização e Exaustão;-102619
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.04.02;Outras;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.05;Valor Adicionado Líquido Produzido;598020
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.06;Vlr Adicionado Recebido em Transferência;114766
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.06.01;Resultado de Equivalência Patrimonial;16764
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.06.02;Receitas Financeiras;98002
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.06.03;Outros;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.06.03.01;Resultado de operações descontinuadas;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.06.03.02;Receita de Dividendos;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.07;Valor Adicionado Total a Distribuir;712786
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08;Distribuição do Valor Adicionado;712786
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.01;Pessoal;72767
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.01.01;Remuneração Direta;55871
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.01.02;Benefícios;12795
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.01.03;F.G.T.S.;4101
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.01.04;Outros;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.02;Impostos, Taxas e Contribuições;200506
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.02.01;Federais;195146
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.02.02;Estaduais;4844
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.02.03;Municipais;516
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.03;Remuneração de Capitais de Terceiros;41534
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.03.01;Juros;29509
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.03.02;Aluguéis;1717
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.03.03;Outras;10308
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.03.03.01;Despesa financeira uso do bem publico;5806
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.03.03.02;Outras despesas financeiras;4502
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.04;Remuneração de Capitais Próprios;397979
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.04.01;Juros sobre o Capital Próprio;17000
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.04.02;Dividendos;18097
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.04.03;Lucros Retidos / Prejuízo do Período;362882
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.04.04;Part. Não Controladores nos Lucros Retidos;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.05;Outros;0
00.622.416/0001-41;2023;1;STATKRAFT ENERGIAS RENOVAVEIS S.A.;22594;7.08.05.01;Resultado proveniente de operações decontinuadas;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.01;Receitas;39788067
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.01.01;Vendas de Mercadorias, Produtos e Serviços;35910309
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.01.02;Outras Receitas;43991
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.01.03;Receitas refs. à Construção de Ativos Próprios;4123826
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;-290059
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.02;Insumos Adquiridos de Terceiros;-19763664
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-13611302
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-1432888
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.02.03;Perda/Recuperação de Valores Ativos;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.02.04;Outros;-4719474
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.03;Valor Adicionado Bruto;20024403
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.04;Retenções;-1577181
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.04.01;Depreciação, Amortização e Exaustão;-1577181
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.04.02;Outras;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.05;Valor Adicionado Líquido Produzido;18447222
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.06;Vlr Adicionado Recebido em Transferência;1817230
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.06.01;Resultado de Equivalência Patrimonial;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.06.02;Receitas Financeiras;1817230
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.06.03;Outros;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.06.03.01;Amortização de ágio;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.07;Valor Adicionado Total a Distribuir;20264452
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08;Distribuição do Valor Adicionado;20264452
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.01;Pessoal;1484949
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.01.01;Remuneração Direta;995628
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.01.02;Benefícios;394229
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.01.03;F.G.T.S.;95092
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.01.04;Outros;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.02;Impostos, Taxas e Contribuições;11904390
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.02.01;Federais;6593962
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.02.02;Estaduais;5260563
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.02.03;Municipais;49865
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.03;Remuneração de Capitais de Terceiros;4291579
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.03.01;Juros;4259813
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.03.02;Aluguéis;31766
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.03.03;Outras;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.04;Remuneração de Capitais Próprios;1381322
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.04.01;Juros sobre o Capital Próprio;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.04.02;Dividendos;692007
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.04.03;Lucros Retidos / Prejuízo do Período;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.04.04;Part. Não Controladores nos Lucros Retidos;689315
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.05;Outros;1202212
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.05.01;Reserva legal;94711
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.05.02;Lucros retidos;1107501
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.05.03;Ajuste da adoção dos padrões internacionais de contabilidade;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.05.04;Lucros(Prejuízos) acumulados;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.05.05;Operações descontinuadas;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.05.06;Realização de reservas;0
00.864.214/0001-06;2023;3;ENERGISA S.A.;15253;7.08.05.07;Dividendos adicionais propostos;0
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.01;Receitas;1050223
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.01.01;Vendas de Mercadorias, Produtos e Serviços;1031694
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.01.02;Outras Receitas;22513
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;-3984
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.02;Insumos Adquiridos de Terceiros;-481856
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-453409
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-28447
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.02.03;Perda/Recuperação de Valores Ativos;0
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.02.04;Outros;0
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.03;Valor Adicionado Bruto;568367
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.04;Retenções;-153695
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.04.01;Depreciação, Amortização e Exaustão;-153695
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.04.02;Outras;0
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.05;Valor Adicionado Líquido Produzido;414672
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.06;Vlr Adicionado Recebido em Transferência;63584
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.06.01;Resultado de Equivalência Patrimonial;0
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.06.02;Receitas Financeiras;63584
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.06.03;Outros;0
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.07;Valor Adicionado Total a Distribuir;478256
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08;Distribuição do Valor Adicionado;478256
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.01;Pessoal;42339
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.01.01;Remuneração Direta;42201
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.01.02;Benefícios;138
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.01.03;F.G.T.S.;0
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.01.04;Outros;0
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.02;Impostos, Taxas e Contribuições;121909
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.02.01;Federais;94713
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.02.02;Estaduais;26985
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.02.03;Municipais;211
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.03;Remuneração de Capitais de Terceiros;250254
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.03.01;Juros;218633
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.03.02;Aluguéis;20227
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.03.03;Outras;11394
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.04;Remuneração de Capitais Próprios;63754
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.04.01;Juros sobre o Capital Próprio;0
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.04.02;Dividendos;50000
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.04.03;Lucros Retidos / Prejuízo do Período;13754
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.04.04;Part. Não Controladores nos Lucros Retidos;0
00.873.894/0001-24;2023;1;LETS RENT A CAR S/A;27383;7.08.05;Outros;0
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.01;Receitas;11848400
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.01.01;Vendas de Mercadorias, Produtos e Serviços;12013125
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.01.02;Outras Receitas;-164725
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.01.02.01;Perdas esperadas para créditos de liquidação duvidosa, fraude e chargeback;-164725
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.01.03;Receitas refs. à Construção de Ativos Próprios;0
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.01.04;Provisão/Reversão de Créds. Liquidação Duvidosa;0
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.02;Insumos Adquiridos de Terceiros;-4612635
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.02.01;Custos Prods., Mercs. e Servs. Vendidos;-4500683
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.02.02;Materiais, Energia, Servs. de Terceiros e Outros;-515626
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.02.03;Perda/Recuperação de Valores Ativos;-3440
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.02.04;Outros;407114
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.03;Valor Adicionado Bruto;7235765
01.027.058/0001-91;2023;1;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;21733;7.04;Retenções;-919194
