CNPJ_CIA;SETOR_ATIV;ANO;Distribuição_do_Valor_Adicionado;Impostos_Taxas_e_Contribuições;Outros;Pessoal;Receitas;Remuneração_de_Capitais_de_Terceiros;Remuneração_de_Capitais_Próprios;Valor_Adicionado_Bruto;Valor_Adicionado_Líquido_Produzido;Valor_Adicionado_Total_a_Distribuir
08.827.501/0001-58;"Saneamento; Serv. Água e Gás";2021;3142980.3222;642697.0254;0;296180829;4166327007;1584165663;619936.8048;2203662.9222;1859271.5484;3142980.3222
08.827.501/0001-58;"Saneamento; Serv. Água e Gás";2022;3677050;786209;0;401512;5062744;2072455;416874;2478797;2036175;3677050
08.873.873/0001-10;Serviços Transporte e Logística;2010;1811427.94399627;491562.575480828;0;194542.961071178;2867242.77201248;543940.061319097;581382.346125171;2007875.79372151;1762105.43078568;1811427.94399627
08.873.873/0001-10;Serviços Transporte e Logística;2011;1826547.51483752;503094.761537089;0;181002.09361793;2727019.99292481;444504.43446266;697946.225219836;1898479.04677271;1699072.77879777;1826547.51483752
08.873.873/0001-10;Serviços Transporte e Logística;2012;2052562.70184978;643556.996038852;0;232185.71974263;3302589.13017906;396042.009205693;780777.976862606;2264013.60805783;1988229.98200514;2052562.70184978
08.873.873/0001-10;Serviços Transporte e Logística;2013;2188674.65055705;661351.681351805;0;247472.658934947;3731565.04947344;529269.210563464;750581.099706837;2405331.68767707;2081599.68281123;2188674.65055705
08.873.873/0001-10;Serviços Transporte e Logística;2014;2145510.68920099;630678.175043849;0;290113.880043209;3769342.21776655;591974.611733766;632744.022380169;2403441.09074883;2012195.09399834;2145510.68920099
08.873.873/0001-10;Serviços Transporte e Logística;2015;2152557.12665845;560756.523312979;0;298942.112643432;3353277.46056597;738965.780303005;553892.710399032;2402961.35863123;2013456.03940009;2152557.12665845
08.873.873/0001-10;Serviços Transporte e Logística;2016;2472658.83759872;666623.712823784;0;327966.730009452;3769256.65897955;773449.545540928;704618.849224559;2633919.51833024;2237435.60099164;2472658.83759872
08.873.873/0001-10;Serviços Transporte e Logística;2017;2640234.50687063;773261.928337094;0;330360.760638954;4210022.4324019;696528.287406157;840083.530488427;2877920.77750848;2381327.76539873;2640234.50687063
08.873.873/0001-10;Serviços Transporte e Logística;2018;2544159.74603549;718794.843309934;0;314675.127241113;4136817.90757945;756837.858576688;753851.916907757;2721236.93121698;2218615.18586102;2544159.74603549
08.873.873/0001-10;Serviços Transporte e Logística;2019;2045343.44738523;677916.704249628;0;365770.131200043;4899343.45927415;869653.739956517;132002.871979038;2971594.38804006;1863839.95208205;2045343.44738523
08.873.873/0001-10;Serviços Transporte e Logística;2020;2323575.9706923;649462.84484382;0;344470.2954804;4753588.14277848;848245.07117646;481397.75919162;2847281.32646784;2262199.60686042;2323575.9706923
08.873.873/0001-10;Serviços Transporte e Logística;2021;2537519994;660703.6026;0;369056.6442;5005174.4262;1062189414;445570.3332;3098196.3312;2419092.0396;2537519994
08.873.873/0001-10;Serviços Transporte e Logística;2022;2627083;608892;0;383322;6059986;1190432;444437;2890365;2367486;2627083
08.884.213/0001-35;Bancos;2012;1839844.37353566;380405.166876032;822721.340506987;636717.866152637;2670182.62039563;0;0;1839844.37353566;1839844.37353566;1839844.37353566
08.884.213/0001-35;Bancos;2013;1999844.77011093;558757.739916437;753145.028972124;687942.001222374;3254562.2222573;0;0;1999844.77011093;1999844.77011093;1999844.77011093
08.884.213/0001-35;Bancos;2014;1954983.86715655;538797.53003312;676963.854358293;739222.482765139;3638056.2821708;0;0;1954983.86715655;1954983.86715655;1954983.86715655
08.884.213/0001-35;Bancos;2015;2207867.43600621;644652.96424743;677759.759800329;885454.711958447;3994052.30626248;0;0;2207867.43600621;2207867.43600621;2207867.43600621
08.884.213/0001-35;Bancos;2016;1862939.02425526;529635.08625806;527511.836550558;805792.101446638;3449469.41881287;0;0;1862939.02425526;1862939.02425526;1862939.02425526
08.884.213/0001-35;Bancos;2017;2135507.63468332;484541.928950329;827984.070408429;822981.635324566;3303244.12574309;0;0;2135507.63468332;2135507.63468332;2135507.63468332
08.884.213/0001-35;Bancos;2018;2525280.72632804;493217.542244943;1284267.63450468;747795.549578415;4277773.77306152;0;0;2525280.72632804;2525280.72632804;2525280.72632804
08.887.330/0001-52;Serviços Transporte e Logística;2011;8810402.03319295;3987378.05772814;0;1683413.07019352;37089554.6338123;1705434.18512054;1434176.72015075;8767787.14972088;7746688.95632197;8810402.03319295
08.887.330/0001-52;Serviços Transporte e Logística;2012;0;0;0;0;0;0;0;0;0;0
08.887.330/0001-52;Serviços Transporte e Logística;2013;0;0;0;0;0;0;0;0;0;0
08.887.330/0001-52;Serviços Transporte e Logística;2014;0;0;0;0;0;0;0;0;0;0
08.887.330/0001-52;Serviços Transporte e Logística;2015;0;0;0;0;0;0;0;0;0;0
08.887.330/0001-52;Serviços Transporte e Logística;2016;0;0;0;0;0;0;0;0;0;0
08.887.330/0001-52;Serviços Transporte e Logística;2017;0;0;0;0;0;0;0;0;0;0
08.902.291/0001-15;Extração Mineral;2019;7667762.32898324;2406872.08518706;0;678948.647737554;14165141.0515202;148984.572729359;4432957.02332926;8186642.38730165;7585096.75984665;7667762.32898324
08.902.291/0001-15;Extração Mineral;2020;8562009.70465074;2661400.80889524;0;623219.25410334;16382790.8731595;608414.37534036;4668975.2663118;9920020.54072302;8493807.18085092;8562009.70465074
08.902.291/0001-15;Extração Mineral;2021;12273872391;4057156.9818;0;624043809;20880155.1636;843508.0818;6749163.5184;12406251.6918;11612470.3758;12273872391
08.902.291/0001-15;Extração Mineral;2022;5749586;1604678;0;696079;13649733;498531;2950298;6907889;5908963;5749586
08.904.552/0001-36;Bolsas de Valores/Mercadorias e Futuros;2010;-404728.255980438;12124.5467616062;-989.191396998671;66337.3997702101;835465.49218638;413374.742227698;-895575.753342954;-321888.442302066;-357082.203691669;-404728.255980438
08.904.552/0001-36;Bolsas de Valores/Mercadorias e Futuros;2011;784519.267096752;26708.5652835061;0;153157.629643015;280019.578230816;151076.394211718;453576.677958513;-20679.70824868;-78040.7239103678;784519.267096752
08.904.552/0001-36;Bolsas de Valores/Mercadorias e Futuros;2012;-1305151.33541163;5932.31323291232;3.53534757622903;122604.086269835;603358.32642334;39825.6904462201;-1473516.96070817;-1123487.5002071;-1182688.66304484;-1305151.33541163
08.926.302/0001-05;Petróleo e Gás;2013;-23628483.4916389;517617.873595852;3826067.73825349;222774.36509326;1396594.33329623;0;-28194943.4685815;-10287261.4138368;-10533640.9764617;-23628483.4916389
08.926.302/0001-05;Petróleo e Gás;2014;17314055.3312439;59824.6102581117;180096.889072266;111102.622853702;1556210.82268562;1352775.99489314;15610255.2141667;449723.794122159;232757.902283716;17314055.3312439
08.926.302/0001-05;Petróleo e Gás;2015;-90104.8575248071;374031.397752372;94515.5748310655;109142.76424036;834665.066576896;409234.319237802;-1077028.91358641;90474.6781082713;-586.858145960568;-90104.8575248071
08.926.302/0001-05;Petróleo e Gás;2016;-371175.803429599;177324.988879713;26431.6332409103;87623.7436323845;267392.218867499;277902.170366417;-940458.339549024;-409562.489681377;-442279.103520347;-371175.803429599
08.926.302/0001-05;Petróleo e Gás;2017;-2875173.75291068;-4308.1608994588;53294.3691723338;81312.4510887231;557617.228698661;-452298.057647885;-2553174.35462439;-888491.830683134;-909428.577415466;-2875173.75291068
08.926.302/0001-05;Petróleo e Gás;2018;-322221.943494726;328723.427973195;65641.5394677307;68816.6244011642;678738.082753786;60668.3325664354;-846071.867903252;-326004.808784758;-358479.446344586;-322221.943494726
08.926.302/0001-05;Petróleo e Gás;2019;76851.3599888958;46172.5148419708;49290.1213699737;64108.73307409;530026.983638175;70336.6874420213;-153056.69673916;132086.346891895;54873.2622806192;76851.3599888958
08.926.302/0001-05;Petróleo e Gás;2020;58679.72368164;179052.0409035;34491.04687008;51252.37976268;385991.3720205;174485.82291714;-380601.56677176;117132.4106496;56763.81182232;58679.72368164
08.926.302/0001-05;Petróleo e Gás;2021;183424.7034;65784.9726;16963713;15591.1896;196229.6388;25056.2124;60028.6158;34884.7056;4878.3222;183424.7034
08.935.054/0001-50;Energia Elétrica;2010;-238430.880582595;-87126.3097320336;0;18391.4119373709;56320.3471295187;76362.3977233271;-246058.38051126;-240182.821972461;-240635.704780725;-238430.880582595
08.935.054/0001-50;Energia Elétrica;2011;-149643.443066471;202642.084641912;0;28079.8640326733;435095.905170009;289089.953472242;-669455.345213298;-194474.076288562;-231854.11085714;-149643.443066471
08.935.054/0001-50;Energia Elétrica;2012;257875.322905298;67790.2897741917;0;15251.4894438521;202069.861414523;276658.624577803;-101825.080890549;195670.882301548;177462.074610181;257875.322905298
08.935.054/0001-50;Energia Elétrica;2013;44661.5084079123;62433.5161509358;0;8669.55743092852;143473.069186602;160996.038167873;-187437.603341825;50339.2578956439;33130.5123184625;44661.5084079123
08.935.054/0001-50;Energia Elétrica;2014;52314.8697126006;36524.4326468665;0;7124.26255815506;148696.953587924;170582.662992503;-161916.488484924;7509.74054551106;-8749.56362321119;52314.8697126006
08.935.054/0001-50;Energia Elétrica;2015;91464.1980478106;93613.1554922648;0;7040.86987282619;146003.452897226;215027.109285873;-224216.936603154;76381.5153330138;76023.1177791547;91464.1980478106
08.935.054/0001-50;Energia Elétrica;2016;-103.728417744605;93.1754092173976;0;7.19186925639715;146.077696131105;222.925072902033;-427.020769120433;-146.578234084965;-146.62667324179;-103.728417744605
08.935.054/0001-50;Energia Elétrica;2017;376093.947874544;38441.347072834;0;8260.68605850703;252791.63721492;174950.557048219;154441.357694984;227660.480720687;246190.148783549;376093.947874544
08.935.054/0001-50;Energia Elétrica;2018;78705.0342693077;81788.0694806837;0;5116.95578231653;240413.698732496;265800.5076939;-274000.498687593;94598.1123078285;29227.6781858834;78705.0342693077
08.935.054/0001-50;Energia Elétrica;2019;259841.676565998;102595.507026498;0;19741.2119999811;359242.151058365;176519.196158674;-39014.2386191562;275052.257426137;211833.923422521;259841.676565998
08.935.054/0001-50;Energia Elétrica;2020;256864.241115;84876.98039892;0;18124.71152526;373934.10083328;228182.32240362;-74319.7732128;290962.60713846;225566.76679398;256864.241115
08.935.054/0001-50;Energia Elétrica;2021;303073.0308;23528.3688;0;19930.6458;286872183;292241.8242;-32627808;147237.21;79856.7714;303073.0308
08.935.054/0001-50;Energia Elétrica;2022;335965;47472;0;19585;308979;209631;59277;210970;138970;335965
08.936.792/0001-12;Alimentos;2010;770695.305292137;156500.805176964;0;402735.968889696;1653870.41226669;195820.170043608;15638.3611818686;871553.101223873;758858.776105963;770695.305292137
08.936.792/0001-12;Alimentos;2011;824133.733959613;167580.553816817;0;461892.278411568;1873229.58819643;191157.924681244;3502.97704998419;903734.450316241;786830.297822529;824133.733959613
08.936.792/0001-12;Alimentos;2012;1068489.86563749;184463.830484902;0;632722.923391498;2274032.78308886;219743.063948092;31560.0478129966;1196973.23492659;1060102.25351289;1068489.86563749
08.936.792/0001-12;Alimentos;2013;1155220.61692258;196025.26211956;0;699956.032225558;2514290.32444635;252254.537440805;6984.78513665901;1307517.01243999;1149008.01908746;1155220.61692258
08.943.312/0001-40;Bolsas de Valores/Mercadorias e Futuros;2010;940250.258784514;11256.5213790993;0;30815.894243047;34436.9703810562;878155.655849624;20022.1873127442;-15439.7283712262;-30847.6754927497;940250.258784514
08.943.312/0001-40;Bolsas de Valores/Mercadorias e Futuros;2011;-281176.027720918;5281.55526416283;0;23665.1788224799;-337972.830545755;781662.706078392;-1091785.46788595;-704165.644206182;-722033.629542741;-281176.027720918
08.943.312/0001-40;Bolsas de Valores/Mercadorias e Futuros;2012;1120125.3846621;4733.83040457068;0;3586.61011608436;-46157.4979552463;937664.328579134;174140.615562314;514638.778997872;495657.497861099;1120125.3846621
09.041.168/0001-10;"Construção Civil; Mat. Constr. e Decoração";2012;172001.730278695;27137.3279951341;0;31630.7547645212;802228.698281376;98052.8650267123;15180.7824923275;166465.37597432;154719.183652299;172001.730278695
09.041.168/0001-10;"Construção Civil; Mat. Constr. e Decoração";2013;282834.491702665;34487.6899999574;0;44821.9629121284;633791.948851597;151841.774422125;51683.0643684541;272567.074833917;250243.841934846;282834.491702665
09.041.168/0001-10;"Construção Civil; Mat. Constr. e Decoração";2014;655322.018782449;15170.5255268841;0;40393.3729362886;756321.971608343;171410.260630664;428347.859688613;519978.337352446;519924.842448078;655322.018782449
09.041.168/0001-10;"Construção Civil; Mat. Constr. e Decoração";2015;215324.108055605;-4367.88094523936;0;12538.202870267;251813.548250307;182607.123387979;24546.6627425989;180499.574425843;180152.599901589;215324.108055605
09.041.168/0001-10;"Construção Civil; Mat. Constr. e Decoração";2016;240353.75063414;-22993.7986384604;0;17143.4249196924;299606.949220475;198227.830581889;47976.2937710191;223464.63128778;223148.431236282;240353.75063414
09.041.168/0001-10;"Construção Civil; Mat. Constr. e Decoração";2017;199791.452019029;-617.1326083595;0;13274.888501428;281439.926583066;138216.784523092;48916.9116028686;191222.199656342;190904.480961784;199791.452019029
09.041.168/0001-10;"Construção Civil; Mat. Constr. e Decoração";2018;191873.232285903;16483.2050237658;0;16674.8701984608;370772.497582093;99340.5644264319;59374.5926372445;184423.509574733;184120.880351531;191873.232285903
09.041.168/0001-10;"Construção Civil; Mat. Constr. e Decoração";2019;425273.226690855;86123.1242227391;0;41651.5619528956;686311.377007801;184583.598609457;112914.941905763;414547.305279418;413660.535552981;425273.226690855
09.041.168/0001-10;"Construção Civil; Mat. Constr. e Decoração";2020;407971.074276;122951.96396352;0;40734.55649628;565759.27358244;79136.19492444;165148.35889176;391249.12530312;390405.84608088;407971.074276
09.041.168/0001-10;"Construção Civil; Mat. Constr. e Decoração";2021;627481.9854;80427.3354;0;38761371;1114672.8492;103366.1214;404927.1576;565283.1132;564404022;627481.9854
09.041.168/0001-10;"Construção Civil; Mat. Constr. e Decoração";2022;841166;56100;0;63007;1491037;321359;400700;736946;735299;841166
09.042.817/0001-05;Comunicação e Informática;2020;140109.45275448;52503.39838908;0;39696.6743766;228550.67788806;6521.5137654;41387.8662234;164264.53739922;137608.57385226;140109.45275448
09.042.817/0001-05;Comunicação e Informática;2021;229062.4272;84104.3034;0;60470.2746;565173.2268;4874.0958;79613.7534;232542.8676;197082315;229062.4272
09.042.817/0001-05;Comunicação e Informática;2022;461250;199585;0;159575;1622108;16524;85566;458672;395132;461250
09.053.134/0001-45;Serviços Médicos;2019;294272.053666099;81600.9615523181;68872.8520136614;74628.9916567494;2418045.62569643;69169.2484433706;0;260895.396118148;230493.5908994;294272.053666099
09.053.134/0001-45;Serviços Médicos;2020;517143.29973984;272218.1780529;46726.70404662;171424.3023342;3616653.14830152;26075.62990638;698.48539974;550012.65579792;488891.12909364;517143.29973984
09.053.134/0001-45;Serviços Médicos;2021;1089654.6744;453659.6628;186744.5406;347836.9464;6689159.2044;101413.5246;0;1151694;1031968.5408;1089654.6744
09.053.134/0001-45;Serviços Médicos;2022;1024408;313534;84383;342807;6549510;283684;0;974248;814647;1024408
09.054.385/0001-44;Têxtil e Vestuário;2010;246.084202776643;106.169237288311;0;75.1507375784091;458.184317980495;23.2201755640853;41.5440523458378;207.710330088657;201.318326242187;246.084202776643
09.054.385/0001-44;Têxtil e Vestuário;2011;342579.945961894;201317.492253411;0;126469.615158202;809355.841444747;51249.9554320887;-36457.1168818088;305164.414559209;294164.132495046;342579.945961894
09.054.385/0001-44;Têxtil e Vestuário;2012;731573.00929665;315522.700483289;0;262847.789271264;1785946.23206226;178282.275247866;-25079.7557057688;725736.150448296;699244.023385824;731573.00929665
09.054.385/0001-44;Têxtil e Vestuário;2013;937764.650083653;440029.763801918;0;248918.420873978;1903954.81842985;187099.980322537;61716.4850852199;954114.295502844;923850.236046159;937764.650083653
09.054.385/0001-44;Têxtil e Vestuário;2014;877599.639948703;394136.294965882;0;217024.106881431;1825560.81293643;213076.497614997;53362.7404863929;926144.692282916;861061.84760136;877599.639948703
